torque,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0
70.0,82783.8,286742.7,318511.5,68657.5,64794.1,216566.8,972572.7,184443.5,31880.0,29204.8,15395.8,4664.1,817.6,446.2,47.7,,,,,,,,,,,,
80.0,90476.2,268759.9,294821.9,59330.2,82871.2,238088.6,987001.8,178718.4,21822.7,28743.1,31687.7,6171.2,1135.9,1097.5,47.7,,,,,,,,,,,,
90.0,90056.2,261281.1,288902.8,63954.1,67983.7,249798.7,992382.9,166431.6,37550.3,25071.7,34960.8,7616.9,3189.0,1213.0,190.7,,,,,,,,,,,,
100.0,102121.7,268763.4,293123.9,87874.2,68448.6,274349.7,1242273.9,241844.1,36138.9,20845.3,19839.9,9300.7,1376.5,1151.8,47.7,,,,,,,,,,,,
110.0,88510.4,281044.0,283022.4,80859.4,67995.2,292608.4,1323918.0,236084.8,32754.6,30550.4,23633.3,18454.2,3774.5,3397.0,,,,,,,,,,,,,
120.0,96073.2,335233.9,319912.0,78147.3,84557.6,303522.7,1479336.2,298885.1,29270.4,33307.2,19604.5,11240.0,3969.6,5798.1,,47.7,,,,,,,,,,,
130.0,103893.0,374366.2,351655.8,97816.8,105713.8,361025.2,1690285.5,292735.4,25438.7,40389.3,25205.6,8352.9,4325.0,1416.5,291.1,,,,,,,,,,,,
140.0,103471.6,345128.8,339194.7,109739.3,73970.0,356833.2,1622323.9,254650.9,27667.1,31085.8,28715.3,12001.2,6657.4,904.9,339.0,47.7,,,,,,,,,,,
150.0,82299.5,340953.2,332573.0,102715.3,68126.7,375537.9,1752303.2,247135.0,26371.5,26837.3,18900.6,19015.8,6143.4,531.3,484.3,,,,,,,,,,,,
160.0,100331.1,357898.1,350919.9,101154.6,78590.4,376605.2,1649643.6,258007.1,33219.4,24619.4,23012.0,13636.9,6214.3,780.5,484.7,47.7,,,,,,,,,,,
170.0,95448.9,354140.9,363386.5,132505.8,80120.5,399396.8,1740141.8,261085.7,35962.6,36019.0,26599.4,13037.9,4911.9,726.7,532.9,,,,,,,,,,,,
180.0,98063.6,347870.5,334805.5,195962.3,98923.6,409068.0,1746077.1,257286.1,36320.7,24368.9,25155.7,9557.7,4490.4,1511.5,,,,142.9,,,,,,,,,
190.0,115412.9,354267.1,341690.1,138843.6,89072.2,399660.0,1655549.2,231693.0,45664.1,37148.0,33908.3,13549.3,5842.6,4435.8,47.9,191.5,,95.3,,,,,,,,,
200.0,122853.1,386802.8,337485.5,86774.6,81003.7,407070.0,1582226.8,208705.4,59639.4,49194.0,33841.6,23246.2,5303.9,8440.6,188.4,47.9,47.6,47.6,,,,,,,,,
210.0,105532.3,369109.5,314919.2,95542.0,75133.0,416361.3,1570958.5,210011.4,35383.8,61393.3,68965.4,26375.9,12191.8,10898.4,700.3,,47.9,190.8,,,,,,,,,
220.0,103961.1,384396.9,312422.3,101302.5,82985.9,374288.3,1396922.2,223058.0,31681.9,57669.5,37917.9,25067.8,14437.8,3784.4,524.0,,238.5,143.0,,,,,,,,,
230.0,109131.2,403034.3,362135.4,100611.7,103237.8,394283.7,1356829.0,214624.5,53195.2,33782.7,26807.4,34157.1,10334.7,4697.8,810.6,,143.2,95.4,,,,,,,,,
240.0,98645.6,402764.8,389193.9,120036.4,86802.5,390013.5,1220861.6,153695.9,55384.2,46077.1,31509.8,32310.2,11088.2,2761.7,483.4,,47.6,190.6,,,,,,,,,
