torque,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0
70.0,82783.8,286742.7,318287.1,67985.8,62748.7,199646.5,712976.8,125483.5,28891.5,28061.8,15174.4,4581.1,817.6,446.2,47.7,,,,,,,,,,,,
80.0,90476.2,268759.9,294821.9,58459.1,80482.0,221550.7,721923.5,119417.8,19271.2,28138.2,31604.6,5840.0,887.9,1097.5,47.7,,,,,,,,,,,,
90.0,90056.2,261281.1,288867.4,63718.4,65666.0,236449.2,758411.4,119884.8,35202.1,23876.5,34800.7,7522.8,2982.1,1213.0,190.7,,,,,,,,,,,,
100.0,102121.7,268763.4,293088.3,87449.5,65766.5,254398.5,970631.2,162471.2,33301.5,19778.0,19525.2,9112.4,1210.3,1151.8,47.7,,,,,,,,,,,,
110.0,88510.4,281044.0,283022.4,80100.6,65025.5,274161.0,1021082.0,163152.6,30850.5,28628.4,22671.9,18265.3,3609.1,3397.0,,,,,,,,,,,,,
120.0,96073.2,335120.8,319734.6,77197.0,79768.8,284942.7,1120847.3,199815.3,24883.2,31233.6,18388.3,11051.1,3969.6,5798.1,,47.7,,,,,,,,,,,
130.0,103893.0,374290.7,351535.1,96439.1,101019.7,333473.3,1294893.7,182489.3,20114.5,36090.9,24459.5,8163.7,4325.0,1416.5,291.1,,,,,,,,,,,,
140.0,103376.9,344862.7,338797.1,108305.0,68298.9,324604.1,1177353.6,143453.8,19026.2,27184.8,28061.1,11851.5,6657.4,904.9,339.0,47.7,,,,,,,,,,,
150.0,82204.8,340611.5,332198.7,100709.4,61708.3,340409.8,1270107.7,149255.7,20680.9,24587.9,18320.5,18794.6,6143.4,531.3,484.3,,,,,,,,,,,,
160.0,100236.4,357822.6,350644.2,99676.5,71969.7,341117.6,1213045.6,182073.6,27318.9,22084.0,22469.7,13094.1,6214.3,780.5,484.7,47.7,,,,,,,,,,,
170.0,95354.2,353808.3,363094.5,131340.2,75208.6,365654.5,1280935.4,180244.7,30148.3,33781.7,26462.7,13008.1,4911.9,726.7,532.9,,,,,,,,,,,,
180.0,97968.4,347690.2,333661.0,194859.4,94514.2,372860.5,1278042.1,169597.4,32255.8,22115.7,25057.5,9527.9,4490.4,1511.5,,,,142.9,,,,,,,,,
190.0,115270.6,354220.0,341260.9,137454.2,84008.3,368641.2,1207815.8,168943.5,41201.5,35697.5,33869.7,13549.3,5842.6,4435.8,47.9,191.5,,95.3,,,,,,,,,
200.0,122663.3,386755.8,337125.3,86127.7,77812.4,379536.1,1195710.2,151782.3,55677.5,47467.0,33803.2,23246.2,5303.9,8440.6,188.4,47.9,47.6,47.6,,,,,,,,,
210.0,105485.2,369062.4,314710.7,95135.9,71765.8,396354.5,1209124.2,164735.3,32183.2,59742.6,68642.1,26138.4,12191.8,10898.4,700.3,,47.9,190.8,,,,,,,,,
220.0,103961.1,384396.9,312138.9,99619.4,80179.7,353769.8,1166178.1,188628.3,29507.8,56279.1,37508.6,24553.9,14437.8,3784.4,524.0,,238.5,143.0,,,,,,,,,
230.0,109131.2,403034.3,361820.2,99943.0,101664.5,371117.0,1128681.5,176386.2,50956.7,32423.2,25864.2,34038.5,10334.7,4697.8,810.6,,143.2,95.4,,,,,,,,,
240.0,98645.6,402764.8,389193.9,119280.6,82032.3,369449.3,1000425.9,118580.1,53649.5,44782.7,30860.0,32310.2,11088.2,2761.7,483.4,,47.6,190.6,,,,,,,,,
250.0,127582.2,450303.1,356361.1,126110.5,65613.2,367488.3,907011.7,99102.6,47395.9,51375.3,49926.8,17973.4,7858.7,5732.3,366.7,,95.2,47.6,,,,,,,,,
260.0,145107.2,449523.7,286187.4,107346.6,47048.6,341751.6,834654.5,106783.8,39619.6,44322.8,49994.6,20984.9,8840.5,4545.3,76.0,,,,,,,,,,,,
270.0,117328.4,399429.8,311684.1,108087.7,50577.8,302392.3,823364.9,100234.6,42417.2,32655.7,36324.2,25885.1,6079.0,4880.7,83.3,,,,,,,,,,,,
280.0,128275.3,409093.9,281850.6,89423.7,49295.5,322056.7,752746.6,89811.1,38899.7,28983.5,43537.3,50886.2,7176.2,3899.0,93.1,,,,,,,,,,,,
290.0,118520.0,374424.2,251886.9,77237.4,49943.9,308453.6,667699.2,83638.2,36677.1,24903.1,23398.2,66584.4,20785.7,3153.6,464.6,141.2,,,,,,,,,,,
300.0,113628.5,354396.0,252120.0,84827.2,53057.8,300475.8,583053.9,89575.6,36586.1,19250.9,15427.7,34963.7,27536.5,8815.5,844.3,186.8,,,,,,,,,,,
310.0,99356.3,359387.7,261541.1,75851.0,53875.8,265862.2,518708.7,84658.9,37954.3,19862.8,17603.7,27049.0,20885.9,15275.3,1078.2,281.5,,,,,,,,,,,
