torque,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0
0.0,8.0,22.0,82.0,554.0,5058.0,225196.0,597420.0,10439.0,581.0,107.0,19.0,10.0,1.0,,,,,,,,,,,,,,
10.0,5.0,19.0,58.0,423.0,3355.0,74346.0,155311.0,5838.0,465.0,114.0,14.0,2.0,,,,,,,,,,,,,,,
20.0,6.0,14.0,34.0,217.0,1378.0,11588.0,21518.0,1641.0,227.0,49.0,12.0,3.0,1.0,,,,,,,,,,,,,,
30.0,3.0,7.0,29.0,132.0,612.0,3320.0,4983.0,532.0,107.0,24.0,13.0,,,,,,,,,,,,,,,,
40.0,3.0,6.0,21.0,85.0,361.0,1372.0,1949.0,227.0,61.0,18.0,5.0,2.0,,,,,,,,,,,,,,,
50.0,2.0,1.0,10.0,56.0,187.0,770.0,963.0,130.0,25.0,13.0,2.0,1.0,,,,,,,,,,,,,,,
60.0,,3.0,13.0,45.0,119.0,443.0,603.0,79.0,16.0,8.0,2.0,,,,,,,,,,,,,,,,
70.0,,2.0,8.0,24.0,69.0,261.0,403.0,57.0,10.0,5.0,1.0,2.0,,,,,,,,,,,,,,,
80.0,,2.0,4.0,13.0,50.0,205.0,289.0,27.0,5.0,5.0,,1.0,,,,,,,,,,,,,,,
90.0,,1.0,4.0,16.0,30.0,138.0,221.0,22.0,3.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
100.0,,1.0,2.0,10.0,27.0,124.0,199.0,16.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,
110.0,,,5.0,6.0,11.0,98.0,174.0,10.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
120.0,1.0,,3.0,4.0,10.0,104.0,160.0,8.0,3.0,,,,,,,,,,,,,,,,,,
130.0,,2.0,,6.0,7.0,84.0,157.0,14.0,3.0,2.0,,,,,,,,,,,,,,,,,
140.0,,,2.0,3.0,7.0,67.0,162.0,6.0,,2.0,,,,,,,,,,,,,,,,,
150.0,,2.0,1.0,,6.0,63.0,146.0,1.0,,,,,,,,,,,,,,,,,,,
160.0,,,,2.0,,73.0,128.0,2.0,1.0,,,,,,,,,,,,,,,,,,
170.0,,,,1.0,2.0,65.0,112.0,3.0,2.0,,,,,,,,,,,,,,,,,,
180.0,,,,1.0,6.0,45.0,103.0,4.0,1.0,,,,,,,,,,,,,,,,,,
190.0,,,1.0,2.0,4.0,54.0,111.0,,1.0,1.0,,,,,,,,,,,,,,,,,
200.0,,,2.0,1.0,3.0,54.0,88.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
210.0,,,,1.0,4.0,48.0,104.0,5.0,,,,,,,1.0,,,,,,,,,,,,
220.0,,,,,3.0,61.0,87.0,4.0,,,,1.0,,,,,,,,,,,,,,,
230.0,,,,,1.0,35.0,81.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,
240.0,,,,,1.0,39.0,78.0,,2.0,,,,,,,,,,,,,,,,,,
250.0,,,,,1.0,34.0,82.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
260.0,,,,,1.0,38.0,93.0,,,,,,,,,,,,,,,,,,,,
270.0,,,,,2.0,28.5,57.0,,,,,,1.0,,,,,,,,,,,,,,
280.0,,,,,,25.0,66.0,0.5,,1.0,,,,,,,,,,,,,,,,,
290.0,,,,,,29.0,66.0,2.0,,,,,,,,,,,,,,,,,,,
300.0,,,,,1.0,34.0,62.0,1.0,,,,,,,,,,,,,,,,,,,
310.0,,,,,,20.0,46.0,,,,,,,,,,,,,,,,,,,,
320.0,,,,,,23.0,51.0,,,,,,,,,,,,,,,,,,,,
