torque,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0
0.0,91851.0,115192.0,45153.0,24330.5,36987.0,246168.5,206173.0,6240.0,3047.0,1820.0,687.0,844.0,132.0,38.0,1.0,,,,,,,,,,,,
10.0,27202.0,38324.0,17382.0,7927.0,11067.0,77356.0,56749.0,3692.0,1735.0,1358.0,604.0,746.0,111.0,33.0,4.0,,,,,,,,,,,,
20.0,6539.0,7969.0,3863.0,1924.0,2530.0,10839.0,8747.0,769.0,356.0,325.0,162.0,235.0,53.0,11.0,,,1.0,,,,,,,,,,
30.0,1521.0,1747.0,913.0,543.0,912.0,2797.0,2048.0,249.0,108.0,87.0,47.0,62.0,26.0,5.0,3.0,1.0,,,,,,,,,,,
40.0,609.0,664.0,352.0,213.0,390.0,1101.0,747.0,104.0,52.0,41.0,29.0,27.0,9.0,7.0,,,,,,,,,,,,,
50.0,287.0,310.0,175.0,126.0,242.0,569.0,373.0,50.0,23.0,18.0,15.0,10.0,9.0,1.0,,1.0,,,,,,,,,,,
60.0,165.0,199.0,99.0,75.0,121.0,359.0,231.0,29.0,14.0,9.0,8.0,6.0,4.0,2.0,1.0,,,,,,,,,,,,
70.0,136.0,139.0,65.0,78.0,72.0,237.0,168.0,17.0,12.0,4.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,
80.0,90.0,116.0,58.0,34.0,50.0,194.0,130.0,16.0,7.0,5.0,3.0,5.0,1.0,,1.0,,1.0,,,,,,,,,,
90.0,73.0,77.0,40.0,27.0,43.0,151.5,111.0,9.0,10.0,2.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,
100.0,54.0,85.0,30.0,16.0,28.0,128.0,71.0,7.0,6.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,
110.0,44.0,70.0,26.0,15.0,22.0,101.0,64.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,
120.0,34.0,45.0,26.0,23.0,13.0,109.0,58.0,5.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,
130.0,44.0,55.0,31.0,11.0,16.0,101.0,60.0,1.0,3.0,1.0,,3.0,,,,,,,,,,,,,,,
140.0,42.0,47.0,25.0,10.0,12.0,89.0,47.0,5.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,
